Start profiling...
linear_multiconv2d_handin.py:25: UserWarning: torch.range is deprecated and will be removed in a future release because its behavior is inconsistent with Python's range builtin. Instead, use torch.arange, which produces values in [start, end).
  channel0_y=torch.range(y_min,y_max).cuda(0)
linear_multiconv2d_handin.py:27: UserWarning: torch.range is deprecated and will be removed in a future release because its behavior is inconsistent with Python's range builtin. Instead, use torch.arange, which produces values in [start, end).
  channel0_x=torch.range(x_min,x_max).cuda(0)
---------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
                             Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg    # of Calls  
---------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
Train Epoch: 3 [7040/60000 (12%)]	Loss: 0.170392
Train Epoch: 3 [7680/60000 (13%)]	Loss: 0.236625
Train Epoch: 3 [8320/60000 (14%)]	Loss: 0.315893
Train Epoch: 3 [8960/60000 (15%)]	Loss: 0.140502
Train Epoch: 3 [9600/60000 (16%)]	Loss: 0.261688
Train Epoch: 3 [10240/60000 (17%)]	Loss: 0.533927
Train Epoch: 3 [10880/60000 (18%)]	Loss: 0.398401
Train Epoch: 3 [11520/60000 (19%)]	Loss: 0.165819
Train Epoch: 3 [12160/60000 (20%)]	Loss: 0.288443
Train Epoch: 3 [12800/60000 (21%)]	Loss: 0.151558
Train Epoch: 3 [13440/60000 (22%)]	Loss: 0.120444
Train Epoch: 3 [14080/60000 (23%)]	Loss: 0.277902
Train Epoch: 3 [14720/60000 (25%)]	Loss: 0.242897
Train Epoch: 3 [15360/60000 (26%)]	Loss: 0.145736
Train Epoch: 3 [16000/60000 (27%)]	Loss: 0.106240
Train Epoch: 3 [16640/60000 (28%)]	Loss: 0.352261
Train Epoch: 3 [17280/60000 (29%)]	Loss: 0.219541
Train Epoch: 3 [17920/60000 (30%)]	Loss: 0.118475
Train Epoch: 3 [18560/60000 (31%)]	Loss: 0.252250
Train Epoch: 3 [19200/60000 (32%)]	Loss: 0.110323
Train Epoch: 3 [19840/60000 (33%)]	Loss: 0.277420
Train Epoch: 3 [20480/60000 (34%)]	Loss: 0.310958
Train Epoch: 3 [21120/60000 (35%)]	Loss: 0.262636
Train Epoch: 3 [21760/60000 (36%)]	Loss: 0.251016
Train Epoch: 3 [22400/60000 (37%)]	Loss: 0.222359
Train Epoch: 3 [23040/60000 (38%)]	Loss: 0.275559
Train Epoch: 3 [23680/60000 (39%)]	Loss: 0.108204
Train Epoch: 3 [24320/60000 (41%)]	Loss: 0.081526
Train Epoch: 3 [24960/60000 (42%)]	Loss: 0.345421
Train Epoch: 3 [25600/60000 (43%)]	Loss: 0.443849
Train Epoch: 3 [26240/60000 (44%)]	Loss: 0.367191
Train Epoch: 3 [26880/60000 (45%)]	Loss: 0.487462
Train Epoch: 3 [27520/60000 (46%)]	Loss: 0.171513
Train Epoch: 3 [28160/60000 (47%)]	Loss: 0.254668
Train Epoch: 3 [28800/60000 (48%)]	Loss: 0.288900
Train Epoch: 3 [29440/60000 (49%)]	Loss: 0.322653
Train Epoch: 3 [30080/60000 (50%)]	Loss: 0.205916
Train Epoch: 3 [30720/60000 (51%)]	Loss: 0.124491
Train Epoch: 3 [31360/60000 (52%)]	Loss: 0.092100
Train Epoch: 3 [32000/60000 (53%)]	Loss: 0.234941
Train Epoch: 3 [32640/60000 (54%)]	Loss: 0.209005
Train Epoch: 3 [33280/60000 (55%)]	Loss: 0.224397
Train Epoch: 3 [33920/60000 (57%)]	Loss: 0.270898
Train Epoch: 3 [34560/60000 (58%)]	Loss: 0.228890
Train Epoch: 3 [35200/60000 (59%)]	Loss: 0.200347
Train Epoch: 3 [35840/60000 (60%)]	Loss: 0.156825
Train Epoch: 3 [36480/60000 (61%)]	Loss: 0.368692
Train Epoch: 3 [37120/60000 (62%)]	Loss: 0.203129
Train Epoch: 3 [37760/60000 (63%)]	Loss: 0.279651
Train Epoch: 3 [38400/60000 (64%)]	Loss: 0.183381
Train Epoch: 3 [39040/60000 (65%)]	Loss: 0.284616
Train Epoch: 3 [39680/60000 (66%)]	Loss: 0.210241
Train Epoch: 3 [40320/60000 (67%)]	Loss: 0.286993
Train Epoch: 3 [40960/60000 (68%)]	Loss: 0.334230
Train Epoch: 3 [41600/60000 (69%)]	Loss: 0.362156
Train Epoch: 3 [42240/60000 (70%)]	Loss: 0.187733
Train Epoch: 3 [42880/60000 (71%)]	Loss: 0.374247
Train Epoch: 3 [43520/60000 (72%)]	Loss: 0.274687
Train Epoch: 3 [44160/60000 (74%)]	Loss: 0.177844
